notebook,source_table,source_column,destination_table,destination_column,transformation_type,transformation_expr
./disbursement/contract/last_contract_history.ipynb,combine_score (vc_scoring.db),_LITERAL_,combine_score (vc_scoring.db),date_key,LITERAL,F.lit(date_key
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),date_key,LITERAL,"# F.date_format(F.date_sub(F.current_date(), 1), ""yyyyMMdd"""
./disbursement/contract/last_contract_history_v2.ipynb,combine_score (vc_scoring.db),_LITERAL_,combine_score (vc_scoring.db),date_key,LITERAL,F.lit(date_key
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),date_key,LITERAL,F.lit(date_key
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),disbursed_date,combine_score (vc_scoring.db),disbursed_date,DIRECT,
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),emi,combine_score (vc_scoring.db),emi,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),fiza_tag,LITERAL,expr
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),fiza_tag,LITERAL,expr
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),flag,LITERAL,lit('existing'
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),ever_fpd,combine_score (vc_scoring.db),fpd_30,CONDITIONAL,"when(col('ever_fpd') > 29, 1"
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),ever_fpd,combine_score (vc_scoring.db),fpd_5,CONDITIONAL,"when(col('ever_fpd') > 4, 1"
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),fraud_score,combine_score (vc_scoring.db),fraud_score,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),fraud_score,combine_score (vc_scoring.db),fraud_score,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),fraud_score,combine_score (vc_scoring.db),fraud_score,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),from_at,combine_score (vc_scoring.db),from_at,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),from_at,combine_score (vc_scoring.db),from_at,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),from_at,combine_score (vc_scoring.db),from_at,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),from_at_yyyymmdd,LITERAL,"F.date_format(""from_at"", ""yyyyMMdd"""
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),from_at_yyyymmdd,LITERAL,"F.date_format(""from_at"", ""yyyyMMdd"""
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),from_at_yyyymmdd,LITERAL,"F.date_format(""from_at"", ""yyyyMMdd"""
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),id_card,combine_score (vc_scoring.db),id_card,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),id_card,combine_score (vc_scoring.db),id_card,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),id_card,combine_score (vc_scoring.db),id_card,DIRECT,
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),identity_card,combine_score (vc_scoring.db),identity_card,DIRECT,
./disbursement/contract/last_contract_history.ipynb,combine_score (vc_scoring.db),identity_card,combine_score (vc_scoring.db),identity_card,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),identity_card,combine_score (vc_scoring.db),identity_card,DIRECT,
./disbursement/contract/last_contract_history_v2.ipynb,combine_score (vc_scoring.db),identity_card,combine_score (vc_scoring.db),identity_card,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),identity_card,combine_score (vc_scoring.db),identity_card,DIRECT,
./disbursement/contract/last_contract_history_v3.ipynb,combine_score (vc_scoring.db),identity_card,combine_score (vc_scoring.db),identity_card,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),identity_card,combine_score (vc_scoring.db),identity_card,DIRECT,
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),interestrate,combine_score (vc_scoring.db),interestrate,DIRECT,
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),loan_amount,combine_score (vc_scoring.db),loan_amount,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),loan_code,combine_score (vc_scoring.db),loan_code,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),loan_code,combine_score (vc_scoring.db),loan_code,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),loan_code,combine_score (vc_scoring.db),loan_code,DIRECT,
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),loan_term,combine_score (vc_scoring.db),loan_term,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),momo_score,combine_score (vc_scoring.db),momo_score,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),momo_score,combine_score (vc_scoring.db),momo_score,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),momo_score,combine_score (vc_scoring.db),momo_score,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),partner,combine_score (vc_scoring.db),partner,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),partner,combine_score (vc_scoring.db),partner,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),partner_score_band,combine_score (vc_scoring.db),partner_score_band,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),partner_score_band,combine_score (vc_scoring.db),partner_score_band,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),partner_score_band,combine_score (vc_scoring.db),partner_score_band,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),rank,LITERAL,F.row_number(
./disbursement/contract/last_contract_history.ipynb,combine_score (vc_scoring.db),_LITERAL_,combine_score (vc_scoring.db),rn,LITERAL,F.row_number(
./disbursement/contract/last_contract_history_v2.ipynb,combine_score (vc_scoring.db),_LITERAL_,combine_score (vc_scoring.db),rn,LITERAL,F.row_number(
./disbursement/contract/last_contract_history_v3.ipynb,combine_score (vc_scoring.db),_LITERAL_,combine_score (vc_scoring.db),rn,LITERAL,F.row_number(
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),row_num,LITERAL,F.row_number(
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),row_num,LITERAL,F.row_number(
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),_LITERAL_,combine_score (vc_scoring.db),row_num,LITERAL,F.row_number(
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),score_provider,combine_score (vc_scoring.db),score_provider,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),score_provider,combine_score (vc_scoring.db),score_provider,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),score_provider,combine_score (vc_scoring.db),score_provider,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),score_type,combine_score (vc_scoring.db),score_type,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),score_type,combine_score (vc_scoring.db),score_type,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),score_type,combine_score (vc_scoring.db),score_type,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),status_name,combine_score (vc_scoring.db),status_name,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),status_name,combine_score (vc_scoring.db),status_name,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),status_name,combine_score (vc_scoring.db),status_name,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),tag_v4,combine_score (vc_scoring.db),tag_v4,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),tag_v5,combine_score (vc_scoring.db),tag_v5,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),tag_v5,combine_score (vc_scoring.db),tag_v5,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),tag_v5,combine_score (vc_scoring.db),tag_v5,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),to_at,combine_score (vc_scoring.db),to_at,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),to_at,combine_score (vc_scoring.db),to_at,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),to_at,combine_score (vc_scoring.db),to_at,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),utm_content,combine_score (vc_scoring.db),utm_content,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),utm_content,combine_score (vc_scoring.db),utm_content,DIRECT,
./disbursement/contract/contract_history.ipynb,product_info (dlc_data.db),utm_source,combine_score (vc_scoring.db),utm_source,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),utm_source,combine_score (vc_scoring.db),utm_source,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),score_provider,combine_score (vc_scoring.db),utm_source,CONDITIONAL,"F.when(F.col(""score_provider"") == ""VDS"", F.lit(""VTMN"""
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),utm_source,combine_score (vc_scoring.db),utm_source,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),score_provider,combine_score (vc_scoring.db),utm_source,CONDITIONAL,"F.when(F.col(""score_provider"") == ""VDS"", F.lit(""VTMN"""
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),utm_source,combine_score (vc_scoring.db),utm_source,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),score_provider,combine_score (vc_scoring.db),utm_source,CONDITIONAL,"F.when(F.col(""score_provider"") == ""VDS"", F.lit(""VTMN"""
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),vegascore,combine_score (vc_scoring.db),vegascore,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),vegascore,combine_score (vc_scoring.db),vegascore,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),vegascore,combine_score (vc_scoring.db),vegascore,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),version,combine_score (vc_scoring.db),version,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),version,combine_score (vc_scoring.db),version,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),version,combine_score (vc_scoring.db),version,DIRECT,
./disbursement/contract/score_history.ipynb,orderloan_final (dlc_data.db),vnpt_score,combine_score (vc_scoring.db),vnpt_score,DIRECT,
./disbursement/contract/score_history_v2.ipynb,dop_customer_log_step_by_partner (dlc_data.db),vnpt_score,combine_score (vc_scoring.db),vnpt_score,DIRECT,
./disbursement/contract/score_history_v3.ipynb,dop_customer_log_step_by_partner (dlc_data.db),vnpt_score,combine_score (vc_scoring.db),vnpt_score,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),age,contract (dlc_data.db),age,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),age,contract (dlc_data.db),age,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),age,contract (dlc_data.db),age,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),approved_limit,contract (dlc_data.db),approved_limit,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),approved_limit,contract (dlc_data.db),approved_limit,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),binning_score,contract (dlc_data.db),binning_score,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),_LITERAL_,contract (dlc_data.db),binning_score,LITERAL,"regexp_replace('tag_v5', 'V5_', ''"
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),cic_pilot_name,contract (dlc_data.db),cic_pilot_name,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),cic_pilot_name,contract (dlc_data.db),cic_pilot_name,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),contract_code,contract (dlc_data.db),contract_code,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),contract_code,contract (dlc_data.db),contract_code,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),contract_id,contract (dlc_data.db),contract_id,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),contract_id,contract (dlc_data.db),contract_id,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),contract_id,contract (dlc_data.db),contract_id,DIRECT,
./disbursement/risk/test.ipynb,dm_key_risk_indicators_current (dlc_data.db),contract_id,contract (dlc_data.db),contract_id,GROUPBY,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),contractcode,contract (dlc_data.db),contractcode,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),created_at,contract (dlc_data.db),created_at,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),customer_id,contract (dlc_data.db),customer_id,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),customer_id,contract (dlc_data.db),customer_id,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),customer_id,contract (dlc_data.db),customer_id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),date_key,contract (dlc_data.db),date_key,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),_LITERAL_,contract (dlc_data.db),date_key,LITERAL,lit(date_key
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),date_key,contract (dlc_data.db),date_key,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),date_key,contract (dlc_data.db),date_key,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),disbursed_date,contract (dlc_data.db),disbursed_date,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),disbursed_date,contract (dlc_data.db),disbursed_date,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),disbursed_date,contract (dlc_data.db),disbursed_date,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),disbursed_month,contract (dlc_data.db),disbursed_month,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),disbursed_month,contract (dlc_data.db),disbursed_month,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),disbursed_month,contract (dlc_data.db),disbursed_month,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),disbursed_time,contract (dlc_data.db),disbursed_time,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),disbursed_time,contract (dlc_data.db),disbursed_time,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),disbursed_time,contract (dlc_data.db),disbursed_time,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),distr_date,contract (dlc_data.db),distr_date,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),distr_date,contract (dlc_data.db),distr_date,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),district,contract (dlc_data.db),district,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),district,contract (dlc_data.db),district,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),district,contract (dlc_data.db),district,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),dob,contract (dlc_data.db),dob,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),dob,contract (dlc_data.db),dob,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),dob,contract (dlc_data.db),dob,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),from_at,contract (dlc_data.db),from_at,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),from_at,contract (dlc_data.db),from_at,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),gender,contract (dlc_data.db),gender,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),gender,contract (dlc_data.db),gender,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),gender,contract (dlc_data.db),gender,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),grab_score_id,contract (dlc_data.db),grab_score_id,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),grab_score_id,contract (dlc_data.db),grab_score_id,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),grab_score_id,contract (dlc_data.db),grab_score_id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),id,contract (dlc_data.db),id,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),id,contract (dlc_data.db),id,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),id,contract (dlc_data.db),id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),id_contract,contract (dlc_data.db),id_contract,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),id_contract,contract (dlc_data.db),id_contract,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),id_customer,contract (dlc_data.db),id_customer,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),id_customer,contract (dlc_data.db),id_customer,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),identity_card,contract (dlc_data.db),identity_card,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),identity_card,contract (dlc_data.db),identity_card,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),identity_card,contract (dlc_data.db),identity_card,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),identitycard,contract (dlc_data.db),identitycard,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),identitycard,contract (dlc_data.db),identitycard,DIRECT,
./disbursement/risk/test.ipynb,dm_key_risk_indicators_current (dlc_data.db),loan_amount,contract (dlc_data.db),loan_amount,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),loan_code,contract (dlc_data.db),loan_code,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),loan_code,contract (dlc_data.db),loan_code,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),loan_code,contract (dlc_data.db),loan_code,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),location,contract (dlc_data.db),location,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),location,contract (dlc_data.db),location,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),mobifone_score_id,contract (dlc_data.db),mobifone_score_id,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),mobifone_score_id,contract (dlc_data.db),mobifone_score_id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),mobifonescore,contract (dlc_data.db),mobifonescore,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),mobifonescore,contract (dlc_data.db),mobifonescore,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),mobile,contract (dlc_data.db),mobile,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),mobile,contract (dlc_data.db),mobile,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),mobile,contract (dlc_data.db),mobile,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),momo_pilot_name,contract (dlc_data.db),momo_pilot_name,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),momo_pilot_name,contract (dlc_data.db),momo_pilot_name,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),momo_score,contract (dlc_data.db),momo_score,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),momo_score,contract (dlc_data.db),momo_score,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),momo_score_id,contract (dlc_data.db),momo_score_id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),momo_score_id_tmp,contract (dlc_data.db),momo_score_id,CONDITIONAL,when(col('momo_score_id_tmp'
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),momo_score_id,contract (dlc_data.db),momo_score_id,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),momo_score_id,contract (dlc_data.db),momo_score_id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),version,contract (dlc_data.db),momo_score_id_tmp,CONDITIONAL,"when(col('version')=='v5', col('zalo_score_id_tmp'"
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),zalo_score_id_tmp,contract (dlc_data.db),momo_score_id_tmp,CONDITIONAL,"when(col('version')=='v5', col('zalo_score_id_tmp'"
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),number_of_fi,contract (dlc_data.db),number_of_fi,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),number_of_fi,contract (dlc_data.db),number_of_fi,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),number_of_fi,contract (dlc_data.db),number_of_fi,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),numberoftctd,contract (dlc_data.db),numberoftctd,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),numberoftctd,contract (dlc_data.db),numberoftctd,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),pcb_score_id,contract (dlc_data.db),pcb_score_id,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),pcb_score_id,contract (dlc_data.db),pcb_score_id,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),pcb_score_id,contract (dlc_data.db),pcb_score_id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),pcbscore,contract (dlc_data.db),pcbscore,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),pcbscore,contract (dlc_data.db),pcbscore,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),product_id,contract (dlc_data.db),product_id,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),product_id,contract (dlc_data.db),product_id,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),productcode,contract (dlc_data.db),productcode,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),productcode,contract (dlc_data.db),productcode,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),province,contract (dlc_data.db),province,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),province,contract (dlc_data.db),province,DIRECT,
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),province,contract (dlc_data.db),province,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),reloan,contract (dlc_data.db),reloan,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),_LITERAL_,contract (dlc_data.db),reloan,LITERAL,dense_rank(
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),reloan,contract (dlc_data.db),reloan,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),_LITERAL_,contract (dlc_data.db),reloan,LITERAL,dense_rank(
./disbursement/risk/contract_score_fiza_v4_v5.ipynb,customer_loan_final (dlc_data.db),reloan,contract (dlc_data.db),reloan,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),score,contract (dlc_data.db),score,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),score,contract (dlc_data.db),score,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),score_provider,contract (dlc_data.db),score_provider,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),contract_id,contract (dlc_data.db),score_provider,CONDITIONAL,"when(col('contract_id')=='VM06059756050', lit('VDS'"
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),score_provider,contract (dlc_data.db),score_provider,DIRECT,
./disbursement/contract_daily.ipynb,datatoamber_v2 (vc_fi_data.db),score_type,contract (dlc_data.db),score_type,DIRECT,
./disbursement/contract_daily_vnpt.ipynb,contract (dlc_data.db),score_type,contract (dlc_data.db),score_type,DIRECT,
